codgeo;libgeo;an;p_pop
81184;Montrosier;2021;35
81185;Montvalen;2021;241
81186;Moularès;2021;254
81187;Moulayrès;2021;215
81188;Moulin-Mage;2021;312
81189;Mouzens;2021;122
81190;Mouzieys-Teulet;2021;521
81191;Mouzieys-Panens;2021;241
81192;Murat-sur-Vèbre;2021;871
81193;Nages;2021;339
81195;Navès;2021;689
81196;Noailhac;2021;843
81197;Noailles;2021;211
81198;Orban;2021;331
81199;Padiès;2021;166
81200;Palleville;2021;444
81201;Pampelonne;2021;919
81202;Parisot;2021;985
81203;Paulinet;2021;524
81204;Payrin-Augmontel;2021;2188
81205;Péchaudier;2021;188
81206;Penne;2021;592
81207;Peyregoux;2021;77
81208;Peyrole;2021;569
81209;Pont-de-Larn;2021;2786
81210;Poudis;2021;266
81211;Poulan-Pouzols;2021;488
81212;Prades;2021;120
81213;Pratviel;2021;91
81214;Puéchoursi;2021;104
81215;Puybegon;2021;646
81216;Puycalvel;2021;212
81217;Puycelsi;2021;456
81218;Puygouzon;2021;3540
81219;Puylaurens;2021;3204
81220;Rabastens;2021;5775
81221;Rayssac;2021;232
81222;Réalmont;2021;3529
81223;Le Rialet;2021;60
81224;Le Riols;2021;101
81225;Rivières;2021;1071
81227;Roquecourbe;2021;2183
81228;Roquemaure;2021;471
81229;Roquevidal;2021;132
81230;Rosières;2021;723
81231;Rouairoux;2021;385
81232;Rouffiac;2021;625
81233;Terre-de-Bancalié;2021;1732
81234;Roussayrolles;2021;88
81235;Saint-Affrique-les-Montagnes;2021;742
81236;Saint-Agnan;2021;285
81237;Saint-Amancet;2021;181
81238;Saint-Amans-Soult;2021;1501
81239;Saint-Amans-Valtoret;2021;861
81240;Saint-André;2021;101
81242;Saint-Avit;2021;273
81243;Saint-Beauzile;2021;130
81244;Saint-Benoît-de-Carmaux;2021;2059
81245;Saint-Christophe;2021;125
81246;Sainte-Cécile-du-Cayrou;2021;115
81247;Saint-Cirgue;2021;213
81248;Saint-Gauzens;2021;906
81249;Sainte-Gemme;2021;872
81250;Saint-Genest-de-Contest;2021;280
81251;Saint-Germain-des-Prés;2021;924
81252;Saint-Germier;2021;157
81253;Saint-Grégoire;2021;463
81254;Saint-Jean-de-Marcel;2021;382
81255;Saint-Jean-de-Rives;2021;519
81256;Saint-Jean-de-Vals;2021;81
81257;Saint-Juéry;2021;6600
81258;Saint-Julien-du-Puy;2021;445
81259;Saint-Julien-Gaulène;2021;225
81261;Saint-Lieux-lès-Lavaur;2021;1195
81262;Saint-Marcel-Campes;2021;220
81263;Saint-Martin-Laguépie;2021;392
81264;Saint-Michel-Labadié;2021;88
81265;Saint-Michel-de-Vax;2021;80
81266;Saint-Paul-Cap-de-Joux;2021;1063
81267;Saint-Pierre-de-Trivisy;2021;616
81268;Saint-Salvi-de-Carcavès;2021;71
81269;Saint-Salvy-de-la-Balme;2021;518
81270;Saint-Sernin-lès-Lavaur;2021;167
81271;Saint-Sulpice-la-Pointe;2021;9576
81272;Saint-Urcisse;2021;221
81273;Saïx;2021;3680
81274;Saliès;2021;825
81275;Salles;2021;195
81276;Salvagnac;2021;1238
81277;Saussenac;2021;622
81278;Sauveterre;2021;178
81279;La Sauzière-Saint-Jean;2021;258
81280;Le Ségur;2021;261
81281;Sémalens;2021;2009
81282;Senaux;2021;36
81283;Senouillac;2021;1124
81284;Le Sequestre;2021;1988
81285;Sérénac;2021;495
81286;Serviès;2021;594
81287;Sieurac;2021;270
81288;Sorèze;2021;2963
81289;Soual;2021;2638
81290;Souel;2021;169
81291;Taïx;2021;522
81292;Tanus;2021;535
81293;Tauriac;2021;379
81294;Técou;2021;1067
81295;Teillet;2021;445
81297;Terssac;2021;1210
81298;Teulat;2021;477
81299;Teyssode;2021;381
81300;Tonnac;2021;96
81302;Tréban;2021;57
81303;Trébas;2021;406
81304;Trévien;2021;195
81305;Vabre;2021;722
81306;Valderiès;2021;827
81307;Valdurenque;2021;874
81308;Valence-d'Albigeois;2021;1285
81309;Vaour;2021;328
81310;Veilhes;2021;151
81311;Vénès;2021;730
81312;Verdalle;2021;1023
81313;Le Verdier;2021;227
81314;Viane;2021;533
81315;Vielmur-sur-Agout;2021;1378
81316;Vieux;2021;228
81317;Villefranche-d'Albigeois;2021;1239
81318;Villeneuve-lès-Lavaur;2021;138
81319;Villeneuve-sur-Vère;2021;529
81320;Vindrac-Alayrac;2021;151
81321;Le Vintrou;2021;91
81322;Virac;2021;251
81323;Viterbe;2021;358
81324;Viviers-lès-Lavaur;2021;252
81325;Viviers-lès-Montagnes;2021;1984
81326;Sainte-Croix;2021;411
82001;Albefeuille-Lagarde;2021;602
82002;Albias;2021;3305
82003;Angeville;2021;242
82004;Asques;2021;134
82005;Aucamville;2021;1541
82006;Auterive;2021;71
82007;Auty;2021;147
82008;Auvillar;2021;910
82009;Balignac;2021;40
82010;Bardigues;2021;238
82011;Barry-d'Islemade;2021;934
82012;Les Barthes;2021;580
82013;Beaumont-de-Lomagne;2021;3768
82014;Beaupuy;2021;268
82015;Belbèze-en-Lomagne;2021;163
82016;Belvèze;2021;218
82017;Bessens;2021;1478
82018;Bioule;2021;1178
82019;Boudou;2021;753
82020;Bouillac;2021;581
82021;Bouloc-en-Quercy;2021;189
82022;Bourg-de-Visa;2021;381
82023;Bourret;2021;977
82024;Brassac;2021;250
82025;Bressols;2021;3729
82026;Bruniquel;2021;626
82027;Campsas;2021;1446
82028;Canals;2021;816
82029;Castanet;2021;277
82030;Castelferrus;2021;490
82031;Castelmayran;2021;1201
82032;Castelsagrat;2021;543
82033;Castelsarrasin;2021;14178
82034;Castéra-Bouzet;2021;114
82035;Caumont;2021;348
82036;Le Causé;2021;132
82037;Caussade;2021;6804
82038;Caylus;2021;1470
82039;Cayrac;2021;561
82040;Cayriech;2021;277
82041;Cazals;2021;238
82042;Cazes-Mondenard;2021;1214
82043;Comberouger;2021;268
82044;Corbarieu;2021;1702
82045;Cordes-Tolosannes;2021;361
82046;Coutures;2021;119
82047;Cumont;2021;51
82048;Dieupentale;2021;1634
82049;Donzac;2021;1035
82050;Dunes;2021;1210
82051;Durfort-Lacapelette;2021;843
82052;Escatalens;2021;1115
82053;Escazeaux;2021;291
82054;Espalais;2021;384
82055;Esparsac;2021;256
82056;Espinas;2021;198
82057;Fabas;2021;688
82058;Fajolles;2021;105
82059;Faudoas;2021;293
82060;Fauroux;2021;186
82061;Féneyrols;2021;151
82062;Finhan;2021;1499
82063;Garganvillar;2021;680
82064;Gariès;2021;126
82065;Gasques;2021;404
82066;Génébrières;2021;610
82067;Gensac;2021;105
82068;Gimat;2021;248
82069;Ginals;2021;195
82070;Glatens;2021;69
82071;Goas;2021;37
82072;Golfech;2021;1011
82073;Goudourville;2021;959
82074;Gramont;2021;131
82075;Grisolles;2021;4197
82076;L'Honor-de-Cos;2021;1606
82077;Labarthe;2021;400
82078;Labastide-de-Penne;2021;127
82079;Labastide-Saint-Pierre;2021;3792
82080;Labastide-du-Temple;2021;1143
82081;Labourgade;2021;173
82082;Lacapelle-Livron;2021;194
82083;Lachapelle;2021;118
82084;Lacour;2021;170
82085;Lacourt-Saint-Pierre;2021;1275
82086;Lafitte;2021;230
82087;Lafrançaise;2021;2852
82088;Laguépie;2021;637
82089;Lamagistère;2021;1198
82090;Lamothe-Capdeville;2021;1053
82091;Lamothe-Cumont;2021;126
82092;Lapenche;2021;290
82093;Larrazet;2021;694
82094;Lauzerte;2021;1448
82095;Lavaurette;2021;216
82096;La Ville-Dieu-du-Temple;2021;3251
82097;Lavit;2021;1633
82098;Léojac;2021;1276
82099;Lizac;2021;537
82100;Loze;2021;123
82101;Malause;2021;1227
82102;Mansonville;2021;306
82103;Marignac;2021;103
82104;Marsac;2021;183
82105;Mas-Grenier;2021;1324
82106;Maubec;2021;144
82107;Maumusson;2021;49
82108;Meauzac;2021;1424
82109;Merles;2021;203
82110;Mirabel;2021;1039
82111;Miramont-de-Quercy;2021;309
82112;Moissac;2021;13748
82113;Molières;2021;1245
82114;Monbéqui;2021;652
82115;Monclar-de-Quercy;2021;2026
82116;Montagudet;2021;194
82117;Montaigu-de-Quercy;2021;1296
82118;Montaïn;2021;94
82119;Montalzat;2021;653
82120;Montastruc;2021;291
82121;Montauban;2021;61919
82122;Montbarla;2021;174
82123;Montbartier;2021;1643
82124;Montbeton;2021;4299
82125;Montech;2021;6650
82126;Monteils;2021;1361
82127;Montesquieu;2021;747
82128;Montfermier;2021;108
82129;Montgaillard;2021;146
82130;Montjoi;2021;170
82131;Montpezat-de-Quercy;2021;1597
82132;Montricoux;2021;1172
82133;Mouillac;2021;90
82134;Nègrepelisse;2021;5743
82135;Nohic;2021;1385
82136;Orgueil;2021;1721
82137;Parisot;2021;554
82138;Perville;2021;172
82139;Le Pin;2021;119
82140;Piquecos;2021;459
82141;Pommevic;2021;561
82142;Pompignan;2021;1721
82143;Poupas;2021;87
82144;Puycornet;2021;757
82145;Puygaillard-de-Quercy;2021;378
82146;Puygaillard-de-Lomagne;2021;57
82147;Puylagarde;2021;333
82148;Puylaroque;2021;682
82149;Réalville;2021;1863
82150;Reyniès;2021;879
82151;Roquecor;2021;401
82152;Saint-Aignan;2021;393
82153;Saint-Amans-du-Pech;2021;228
82154;Saint-Amans-de-Pellagal;2021;211
82155;Saint-Antonin-Noble-Val;2021;1918
82156;Saint-Arroumex;2021;146
82157;Saint-Beauzeil;2021;107
82158;Saint-Cirice;2021;138
82159;Saint-Cirq;2021;563
82160;Saint-Clair;2021;258
82161;Saint-Étienne-de-Tulmont;2021;4029
82162;Saint-Georges;2021;268
82163;Saint-Jean-du-Bouzet;2021;52
82164;Sainte-Juliette;2021;122
82165;Saint-Loup;2021;539
82166;Saint-Michel;2021;288
82167;Saint-Nauphary;2021;1921
82168;Saint-Nazaire-de-Valentane;2021;315
82169;Saint-Nicolas-de-la-Grave;2021;2293
82170;Saint-Paul-d'Espis;2021;557
82171;Saint-Porquier;2021;1362
82172;Saint-Projet;2021;281
82173;Saint-Sardos;2021;1151
82174;Saint-Vincent-d'Autéjac;2021;284
82175;Saint-Vincent-Lespinasse;2021;282
82176;La Salvetat-Belmontet;2021;931
82177;Sauveterre;2021;154
82178;Savenès;2021;820
82179;Septfonds;2021;2248
82180;Sérignac;2021;516
82181;Sistels;2021;203
82182;Touffailles;2021;335
82183;Tréjouls;2021;229
82184;Vaïssac;2021;940
82185;Valeilles;2021;247
82186;Valence;2021;5256
82187;Varen;2021;652
82188;Varennes;2021;645
82189;Vazerac;2021;760
82190;Verdun-sur-Garonne;2021;4866
82191;Verfeil;2021;429
82192;Verlhac-Tescou;2021;552
82193;Vigueron;2021;129
82194;Villebrumier;2021;1356
82195;Villemade;2021;810
83001;Les Adrets-de-l'Estérel;2021;2793
83002;Aiguines;2021;270
83003;Ampus;2021;899
83004;Les Arcs;2021;7580
83005;Artignosc-sur-Verdon;2021;281
83006;Artigues;2021;288
83007;Aups;2021;2317
83008;Bagnols-en-Forêt;2021;2909
83009;Bandol;2021;8311
83010;Bargème;2021;221
83011;Bargemon;2021;1401
83012;Barjols;2021;3006
83013;La Bastide;2021;202
83014;Baudinard-sur-Verdon;2021;239
83015;Bauduen;2021;319
83016;Le Beausset;2021;10007
83017;Belgentier;2021;2399
83018;Besse-sur-Issole;2021;3095
83019;Bormes-les-Mimosas;2021;8173
83020;Le Bourguet;2021;45
83021;Bras;2021;2632
83022;Brenon;2021;22
83023;Brignoles;2021;17664
83025;Brue-Auriac;2021;1436
83026;Cabasse;2021;1951
83027;La Cadière-d'Azur;2021;5602
83028;Callas;2021;2015
83029;Callian;2021;3646
83030;Camps-la-Source;2021;1901
83031;Le Cannet-des-Maures;2021;4592
83032;Carcès;2021;3405
83033;Carnoules;2021;3852
83034;Carqueiranne;2021;9417
83035;Le Castellet;2021;5285
83036;Cavalaire-sur-Mer;2021;7678
83037;La Celle;2021;1592
83038;Châteaudouble;2021;477
83039;Châteauvert;2021;146
83040;Châteauvieux;2021;75
83041;Claviers;2021;719
83042;Cogolin;2021;11762
83043;Collobrières;2021;1839
83044;Comps-sur-Artuby;2021;339
83045;Correns;2021;897
83046;Cotignac;2021;2136
83047;La Crau;2021;19179
83048;La Croix-Valmer;2021;3804
83049;Cuers;2021;12550
83050;Draguignan;2021;39745
83051;Entrecasteaux;2021;1127
83052;Esparron;2021;371
83053;Évenos;2021;2407
83054;La Farlède;2021;9658
83055;Fayence;2021;5890
83056;Figanières;2021;2610
83057;Flassans-sur-Issole;2021;3621
83058;Flayosc;2021;4354
83059;Forcalqueiret;2021;3269
83060;Fox-Amphoux;2021;486
83061;Fréjus;2021;57082
83062;La Garde;2021;25912
83063;La Garde-Freinet;2021;1831
83064;Garéoult;2021;5322
83065;Gassin;2021;2655
83066;Ginasservis;2021;1983
83067;Gonfaron;2021;4342
83068;Grimaud;2021;4527
83069;Hyères;2021;55103
83070;Le Lavandou;2021;6216
83071;La Londe-les-Maures;2021;11442
83072;Lorgues;2021;9542
83073;Le Luc;2021;11053
83074;La Martre;2021;215
83075;Les Mayons;2021;629
83076;Mazaugues;2021;875
83077;Méounes-lès-Montrieux;2021;2243
83078;Moissac-Bellevue;2021;303
83079;La Môle;2021;1479
83080;Mons;2021;837
83081;Montauroux;2021;6685
83082;Montferrat;2021;1655
83083;Montfort-sur-Argens;2021;1466
83084;Montmeyan;2021;574
83085;La Motte;2021;2968
83086;Le Muy;2021;9646
83087;Nans-les-Pins;2021;4968
83088;Néoules;2021;2925
83089;Ollières;2021;639
83090;Ollioules;2021;14011
83091;Pierrefeu-du-Var;2021;6083
83092;Pignans;2021;4730
83093;Plan-d'Aups-Sainte-Baume;2021;2333
83094;Le Plan-de-la-Tour;2021;3055
83095;Pontevès;2021;743
83096;Pourcieux;2021;1567
83097;Pourrières;2021;5474
83098;Le Pradet;2021;10728
83099;Puget-sur-Argens;2021;8195
83100;Puget-Ville;2021;4488
83101;Ramatuelle;2021;1963
83102;Régusse;2021;2483
83103;Le Revest-les-Eaux;2021;4002
83104;Rians;2021;4272
83105;Riboux;2021;51
83106;Rocbaron;2021;5422
83107;Roquebrune-sur-Argens;2021;14448
83108;La Roquebrussanne;2021;2192
83109;La Roque-Esclapon;2021;245
83110;Rougiers;2021;1686
83111;Sainte-Anastasie-sur-Issole;2021;2117
83112;Saint-Cyr-sur-Mer;2021;12103
83113;Saint-Julien;2021;2394
83114;Saint-Martin-de-Pallières;2021;259
83115;Sainte-Maxime;2021;14433
83116;Saint-Maximin-la-Sainte-Baume;2021;17631
83117;Saint-Paul-en-Forêt;2021;1760
83118;Saint-Raphaël;2021;35950
83119;Saint-Tropez;2021;3578
83120;Saint-Zacharie;2021;5931
83121;Salernes;2021;3784
83122;Les Salles-sur-Verdon;2021;232
83123;Sanary-sur-Mer;2021;17268
83124;Seillans;2021;2763
83125;Seillons-Source-d'Argens;2021;2617
83126;La Seyne-sur-Mer;2021;62763
83127;Signes;2021;3059
83128;Sillans-la-Cascade;2021;773
83129;Six-Fours-les-Plages;2021;36203
83130;Solliès-Pont;2021;12080
83131;Solliès-Toucas;2021;5912
83132;Solliès-Ville;2021;2529
83133;Tanneron;2021;1697
83134;Taradeau;2021;1854
83135;Tavernes;2021;1428
83136;Le Thoronet;2021;2613
83137;Toulon;2021;180452
83138;Tourrettes;2021;2873
83139;Tourtour;2021;585
83140;Tourves;2021;5160
83141;Trans-en-Provence;2021;6285
83142;Trigance;2021;210
83143;Le Val;2021;4270
83144;La Valette-du-Var;2021;23955
83145;Varages;2021;1164
83146;La Verdière;2021;1651
83147;Vérignon;2021;9
83148;Vidauban;2021;12573
83149;Villecroze;2021;1494
83150;Vinon-sur-Verdon;2021;4333
83151;Vins-sur-Caramy;2021;930
83152;Rayol-Canadel-sur-Mer;2021;644
83153;Saint-Mandrier-sur-Mer;2021;6079
83154;Saint-Antonin-du-Var;2021;745
84001;Althen-des-Paluds;2021;2802
84002;Ansouis;2021;1061
84003;Apt;2021;10536
84004;Aubignan;2021;5894
84005;Aurel;2021;188
84006;Auribeau;2021;71
84007;Avignon;2021;90330
84008;Le Barroux;2021;658
84009;La Bastide-des-Jourdans;2021;1686
84010;La Bastidonne;2021;899
84011;Le Beaucet;2021;365
84012;Beaumes-de-Venise;2021;2389
84013;Beaumettes;2021;303
84014;Beaumont-de-Pertuis;2021;1115
84015;Beaumont-du-Ventoux;2021;304
84016;Bédarrides;2021;5410
84017;Bédoin;2021;3086
84018;Blauvac;2021;536
84019;Bollène;2021;13605
84020;Bonnieux;2021;1177
84021;Brantes;2021;87
84022;Buisson;2021;261
84023;Buoux;2021;100
84024;Cabrières-d'Aigues;2021;949
84025;Cabrières-d'Avignon;2021;1795
84026;Cadenet;2021;4292
84027;Caderousse;2021;2590
84028;Cairanne;2021;1104
84029;Camaret-sur-Aigues;2021;4547
84030;Caromb;2021;3458
84031;Carpentras;2021;30769
84032;Caseneuve;2021;511
84033;Castellet-en-Luberon;2021;113
84034;Caumont-sur-Durance;2021;5422
84035;Cavaillon;2021;25923
84036;Châteauneuf-de-Gadagne;2021;3437
84037;Châteauneuf-du-Pape;2021;2040
84038;Cheval-Blanc;2021;4317
84039;Courthézon;2021;6064
84040;Crestet;2021;422
84041;Crillon-le-Brave;2021;484
84042;Cucuron;2021;1814
84043;Entraigues-sur-la-Sorgue;2021;8793
84044;Entrechaux;2021;1151
84045;Faucon;2021;452
84046;Flassan;2021;463
84047;Gargas;2021;3039
84048;Gignac;2021;73
84049;Gigondas;2021;430
84050;Gordes;2021;1666
84051;Goult;2021;1080
84052;Grambois;2021;1214
84053;Grillon;2021;1759
84054;L'Isle-sur-la-Sorgue;2021;19965
84055;Jonquerettes;2021;1595
84056;Jonquières;2021;5298
84057;Joucas;2021;352
84058;Lacoste;2021;438
84059;Lafare;2021;125
84060;Lagarde-d'Apt;2021;30
84061;Lagarde-Paréol;2021;322
84062;Lagnes;2021;1673
84063;Lamotte-du-Rhône;2021;391
84064;Lapalud;2021;3836
84065;Lauris;2021;3896
84066;Lioux;2021;288
84067;Loriol-du-Comtat;2021;2471
84068;Lourmarin;2021;1042
84069;Malaucène;2021;2756
84070;Malemort-du-Comtat;2021;1935
84071;Maubec;2021;1914
84072;Mazan;2021;6269
84073;Ménerbes;2021;979
84074;Mérindol;2021;2251
84075;Méthamis;2021;447
84076;Mirabeau;2021;1419
84077;Modène;2021;464
84078;Mondragon;2021;3679
84079;Monieux;2021;272
84080;Monteux;2021;13129
84081;Morières-lès-Avignon;2021;8922
84082;Mormoiron;2021;1879
84083;Mornas;2021;2492
84084;La Motte-d'Aigues;2021;1399
84085;Murs;2021;404
84086;Oppède;2021;1284
84087;Orange;2021;28949
84088;Pernes-les-Fontaines;2021;10636
84089;Pertuis;2021;20012
84090;Peypin-d'Aigues;2021;670
84091;Piolenc;2021;5536
84092;Le Pontet;2021;17551
84093;Puget;2021;864
84094;Puyméras;2021;585
84095;Puyvert;2021;819
84096;Rasteau;2021;785
84097;Richerenches;2021;542
84098;Roaix;2021;619
84099;Robion;2021;4746
84100;La Roque-Alric;2021;52
84101;La Roque-sur-Pernes;2021;427
84102;Roussillon;2021;1302
84103;Rustrel;2021;678
84104;Sablet;2021;1391
84105;Saignon;2021;923
84106;Sainte-Cécile-les-Vignes;2021;2637
84107;Saint-Christol;2021;1422
84108;Saint-Didier;2021;2126
84109;Saint-Hippolyte-le-Graveyron;2021;169
84110;Saint-Léger-du-Ventoux;2021;29
84111;Saint-Marcellin-lès-Vaison;2021;332
84112;Saint-Martin-de-Castillon;2021;703
84113;Saint-Martin-de-la-Brasque;2021;816
84114;Saint-Pantaléon;2021;191
84115;Saint-Pierre-de-Vassols;2021;496
84116;Saint-Romain-en-Viennois;2021;834
84117;Saint-Roman-de-Malegarde;2021;336
84118;Saint-Saturnin-lès-Apt;2021;2947
84119;Saint-Saturnin-lès-Avignon;2021;5119
84120;Saint-Trinit;2021;122
84121;Sannes;2021;292
84122;Sarrians;2021;5932
84123;Sault;2021;1354
84124;Saumane-de-Vaucluse;2021;908
84125;Savoillan;2021;66
84126;Séguret;2021;801
84127;Sérignan-du-Comtat;2021;2866
84128;Sivergues;2021;47
84129;Sorgues;2021;19117
84130;Suzette;2021;110
84131;Taillades;2021;1957
84132;Le Thor;2021;8858
84133;La Tour-d'Aigues;2021;4346
84134;Travaillan;2021;713
84135;Uchaux;2021;1688
84136;Vacqueyras;2021;1209
84137;Vaison-la-Romaine;2021;5929
84138;Valréas;2021;9346
84139;Fontaine-de-Vaucluse;2021;567
84140;Vaugines;2021;557
84141;Vedène;2021;11457
84142;Velleron;2021;3084
84143;Venasque;2021;1050
84144;Viens;2021;630
84145;Villars;2021;771
84146;Villedieu;2021;461
84147;Villelaure;2021;3337
84148;Villes-sur-Auzon;2021;1279
84149;Violès;2021;1736
84150;Visan;2021;1902
84151;Vitrolles-en-Lubéron;2021;180
85001;L'Aiguillon-la-Presqu'île;2021;2772
85002;L'Aiguillon-sur-Vie;2021;2137
85003;Aizenay;2021;10146
85004;Angles;2021;2926
85005;Antigny;2021;1043
85006;Apremont;2021;1948
85008;Aubigny-Les Clouzeaux;2021;7069
85009;Auchay-sur-Vendée;2021;1134
85010;Avrillé;2021;1415
85011;Barbâtre;2021;1755
85012;La Barre-de-Monts;2021;2298
85013;Bazoges-en-Paillers;2021;1525
85014;Bazoges-en-Pareds;2021;1140
85015;Beaufou;2021;1600
85016;Beaulieu-sous-la-Roche;2021;2316
85017;Beaurepaire;2021;2426
85018;Beauvoir-sur-Mer;2021;3876
85019;Bellevigny;2021;6235
85020;Benet;2021;4059
85021;La Bernardière;2021;1880
85022;Le Bernard;2021;1293
85023;Bessay;2021;438
85024;Bois-de-Céné;2021;2159
85025;La Boissière-de-Montaigu;2021;2279
85026;La Boissière-des-Landes;2021;1449
85028;Bouillé-Courdault;2021;591
85029;Bouin;2021;2136
85031;Le Boupère;2021;3189
85033;Bourneau;2021;724
85034;Bournezeau;2021;3451
85035;Bretignolles-sur-Mer;2021;5112
85036;La Bretonnière-la-Claye;2021;582
85038;Les Brouzils;2021;2914
85039;La Bruffière;2021;4044
85040;La Caillère-Saint-Hilaire;2021;1106
85042;Chaillé-les-Marais;2021;1893
85045;La Chaize-Giraud;2021;1093
85046;La Chaize-le-Vicomte;2021;3838
85047;Challans;2021;22494
85049;Champagné-les-Marais;2021;1806
85050;Le Champ-Saint-Père;2021;1947
85051;Chantonnay;2021;8447
85054;La Chapelle-Hermier;2021;1022
85055;La Chapelle-Palluau;2021;1050
85056;La Chapelle-Thémer;2021;392
85058;Chasnais;2021;767
85059;La Châtaigneraie;2021;2596
85061;Château-Guibert;2021;1515
85062;Châteauneuf;2021;1134
85064;Chauché;2021;2506
85065;Chavagnes-en-Paillers;2021;3568
85066;Chavagnes-les-Redoux;2021;840
85067;Cheffois;2021;999
85070;Coëx;2021;3383
85071;Commequiers;2021;3669
85072;La Copechagnière;2021;1048
85073;Corpe;2021;1010
85074;La Couture;2021;227
85076;Cugand;2021;3685
85077;Curzon;2021;507
85078;Damvix;2021;730
85080;Doix lès Fontaines;2021;1748
85081;Dompierre-sur-Yon;2021;4457
85082;Les Epesses;2021;2984
85083;L'Épine;2021;1648
85084;Essarts-en-Bocage;2021;6807
85086;Falleron;2021;1683
85087;Faymoreau;2021;201
85088;Le Fenouiller;2021;4937
85089;La Ferrière;2021;5398
85090;Sèvremont;2021;6391
85092;Fontenay-le-Comte;2021;13471
85093;Fougeré;2021;1236
85094;Foussais-Payré;2021;1183
85095;Froidfond;2021;2049
85096;La Garnache;2021;5316
85097;La Gaubretière;2021;3172
85098;La Genétouze;2021;1976
85099;Le Girouard;2021;1124
85100;Givrand;2021;2227
85101;Le Givre;2021;483
85102;Grand'Landes;2021;721
85103;Grosbreuil;2021;2220
85104;Grues;2021;900
85105;Le Gué-de-Velluire;2021;524
85106;La Guérinière;2021;1331
85108;L'Herbergement;2021;3390
85109;Les Herbiers;2021;16453
85110;L'Hermenault;2021;922
85111;L'Île-d'Elle;2021;1508
85112;L'Île-d'Olonne;2021;2813
85113;L'Île-d'Yeu;2021;4877
85114;Jard-sur-Mer;2021;2858
85115;La Jaudonnière;2021;623
85116;La Jonchère;2021;468
85117;Lairoux;2021;608
85118;Landeronde;2021;2310
85119;Les Landes-Genusson;2021;2506
85120;Landevieille;2021;1503
85121;Le Langon;2021;1031
85123;Liez;2021;290
85125;Loge-Fougereuse;2021;392
85126;Longèves;2021;1350
85127;Longeville-sur-Mer;2021;2413
85128;Luçon;2021;9483
85129;Les Lucs-sur-Boulogne;2021;3642
85130;Maché;2021;1678
85131;Les Magnils-Reigniers;2021;1471
85132;Maillé;2021;752
85133;Maillezais;2021;901
85134;Mallièvre;2021;241
85135;Mareuil-sur-Lay-Dissais;2021;2773
85136;Marillet;2021;123
85137;Marsais-Sainte-Radégonde;2021;499
85138;Martinet;2021;1187
85139;Le Mazeau;2021;448
85140;La Meilleraie-Tillay;2021;1493
85141;Menomblet;2021;679
85142;La Merlatière;2021;1011
85143;Mervent;2021;1065
85144;Mesnard-la-Barotière;2021;1561
85145;Monsireigne;2021;972
85146;Montaigu-Vendée;2021;20605
85147;Montournais;2021;1626
85148;Montreuil;2021;822
85149;Moreilles;2021;409
85151;Mortagne-sur-Sèvre;2021;6064
85152;Les Achards;2021;5391
85153;Mouchamps;2021;2957
85154;Mouilleron-Saint-Germain;2021;1770
85155;Mouilleron-le-Captif;2021;5037
85156;Moutiers-les-Mauxfaits;2021;2298
85157;Moutiers-sur-le-Lay;2021;803
85158;Mouzeuil-Saint-Martin;2021;1188
85159;Nalliers;2021;2353
85160;Nesmy;2021;3012
85161;Nieul-le-Dolent;2021;2535
85162;Rives-d'Autise;2021;2068
85163;Noirmoutier-en-l'Île;2021;4485
85164;Notre-Dame-de-Monts;2021;2160
85165;L'Oie;2021;1259
85167;L'Orbrie;2021;795
85169;Palluau;2021;1111
85171;Péault;2021;611
85172;Le Perrier;2021;2140
85174;Petosse;2021;683
85175;Les Pineaux;2021;668
85176;Pissotte;2021;1157
85177;Les Velluire-sur-Vendée;2021;1372
85178;Le Poiré-sur-Vie;2021;8626
85179;Poiroux;2021;1214
85181;Pouillé;2021;638
85182;Pouzauges;2021;5597
85184;Puy-de-Serre;2021;325
85185;Puyravault;2021;649
85186;La Rabatelière;2021;1013
85187;Réaumur;2021;859
85188;La Réorthe;2021;1135
85189;Notre-Dame-de-Riez;2021;2161
85190;Rocheservière;2021;3519
85191;La Roche-sur-Yon;2021;54952
85192;Rochetrejoux;2021;983
85193;Rosnay;2021;660
85194;Les Sables-d'Olonne;2021;48402
85196;Saint-André-Goule-d'Oie;2021;1924
85197;Montréverd;2021;3794
85198;Saint-Aubin-des-Ormeaux;2021;1371
85199;Saint-Aubin-la-Plaine;2021;538
85200;Saint-Avaugourd-des-Landes;2021;1121
85201;Saint-Benoist-sur-Mer;2021;506
85202;Sainte-Cécile;2021;1584
85204;Saint-Christophe-du-Ligneron;2021;2632
85205;Saint-Cyr-des-Gâts;2021;539
85206;Saint-Cyr-en-Talmondais;2021;398
85207;Saint-Denis-du-Payré;2021;391
85208;Saint-Denis-la-Chevasse;2021;2409
85209;Saint-Étienne-de-Brillouet;2021;623
85210;Saint-Étienne-du-Bois;2021;2191
85211;Sainte-Flaive-des-Loups;2021;2522
85212;Sainte-Florence;2021;1333
85213;Rives de l'Yon;2021;4245
85214;Sainte-Foy;2021;2465
85215;Saint-Fulgent;2021;3860
85216;Sainte-Gemme-la-Plaine;2021;2063
85218;Saint-Georges-de-Pointindoux;2021;1770
85220;Saint-Germain-de-Prinçay;2021;1606
85221;Saint-Gervais;2021;2723
85222;Saint-Gilles-Croix-de-Vie;2021;7974
85223;Sainte-Hermine;2021;2951
